id,category,post
1756,ocd_like_worry,Note to self: Double-checking things on autopilot again—brain seeking certainty. Texting a friend to check in.
1375,adhd_like,Note to self: Started five tasks and finished none—attention is on vacation.
1810,stress,So many tabs open in my head and none are loading.
253,social_anxiety,Small talk feels like a boss-level challenge sometimes. Journaling and short walks help a bit.
318,appetite_sleep_change,Trying to notice patterns without judging myself. Journaling and short walks help a bit.
785,social_anxiety,Cancelling plans because my nerves won't cooperate. Texting a friend to check in.
428,fatigue,Note to self: Dragging myself through the afternoon slump again.
700,panic_like,Not gonna lie— Chest feels tight when stress stacks up quickly. Texting a friend to check in.
187,panic_like,Counting breaths and waiting for the spike to pass.
997,ptsd_like,Real talk: Some days my body reacts before my brain understands why.
21,anxiety,"Reminder to future me: Overthinking every little thing again. Brain, please chill. Setting tiny goals and tiny wins."
1025,somatic,Headache visiting again—wish it would leave a forwarding address. Setting tiny goals and tiny wins.
601,guilt_shame,Not gonna lie— Wishing I could be kinder to myself when I slip up.
1253,somatic,Update: Headache visiting again—wish it would leave a forwarding address. Trying to be patient with myself.
793,appetite_sleep_change,Not gonna lie— Either sleeping too much or not at all—no in-between. Stepping outside for a minute of fresh air.
1081,brain_fog,Status check: Memory lag is real—what was I doing again?
1856,anhedonia,"Things I used to love feel dim lately. Hydration and a stretch break, here we go."
1360,loneliness,Surrounded by people yet feeling oddly alone. Taking it one breath at a time.
1528,ocd_like_worry,Today in mental health: Double-checking things on autopilot again—brain seeking certainty.
1456,guilt_shame,Reminder to future me: That nagging 'not good enough' voice showed up again. Reminding myself that feelings pass.
1245,fatigue,Dragging myself through the afternoon slump again. Journaling and short walks help a bit.
850,appetite_sleep_change,Appetite keeps swinging from 'meh' to 'everything' lately. Texting a friend to check in.
1099,panic_like,Mind went blank and body hit the gas—classic surge of nerves. Journaling and short walks help a bit.
126,guilt_shame,"Wishing I could be kinder to myself when I slip up. Hydration and a stretch break, here we go."
347,stress,Trying to breathe through the stress one task at a time. Journaling and short walks help a bit.
605,panic_like,Not gonna lie— Counting breaths and waiting for the spike to pass. Texting a friend to check in.
866,loneliness,Update: Miss the kind of conversation that leaves you lighter. Setting tiny goals and tiny wins.
1693,anxiety,"Overthinking every little thing again. Brain, please chill. Hydration and a stretch break, here we go."
1322,loneliness,Miss the kind of conversation that leaves you lighter.
1732,insomnia,"Counted a thousand imaginary sheep and still wide awake. Hydration and a stretch break, here we go."
1819,appetite_sleep_change,Not gonna lie— Body clock and hunger cues feel out of sync. Texting a friend to check in.
64,adhd_like,"Not gonna lie— Started five tasks and finished none—attention is on vacation. Hydration and a stretch break, here we go."
1166,adhd_like,Reminder to future me: Sticky notes are my second brain and they’re full. Setting tiny goals and tiny wins.
1333,insomnia,Update: Sleep and I are not on speaking terms lately. Setting tiny goals and tiny wins.
242,appetite_sleep_change,"Note to self: Appetite keeps swinging from 'meh' to 'everything' lately. Hydration and a stretch break, here we go."
1600,burnout,Everything feels like a chore—even things I usually enjoy.
123,ptsd_like,Hypervigilant today—feels like my guard can't drop. Taking it one breath at a time.
131,brain_fog,Words are playing hide-and-seek with my mouth.
1631,panic_like,"Status check: Sudden wave of jitters out of nowhere—breathing through it. Hydration and a stretch break, here we go."
1952,appetite_sleep_change,Either sleeping too much or not at all—no in-between.
1492,fatigue,Not gonna lie— Dragging myself through the afternoon slump again. Stepping outside for a minute of fresh air.
1314,insomnia,Real talk: Counted a thousand imaginary sheep and still wide awake.
1929,fatigue,Energy meter keeps dipping into red for no reason.
421,insomnia,Update: Third night in a row staring at the ceiling at 3AM.
1098,irritability,Snapped over something tiny—wish I could rewind. Taking it one breath at a time.
1369,low_mood,Update: Feeling down today and can't shake the gray cloud. Texting a friend to check in.
1430,stress,Today in mental health: Tension living in my shoulders rent-free.
1630,irritability,Reminder to future me: Snapped over something tiny—wish I could rewind. Journaling and short walks help a bit.
950,self_esteem,Learning to talk to myself like I would a friend. Journaling and short walks help a bit.
247,self_esteem,Real talk: Compliments bounce off; criticism sticks—working on flipping that.
1990,appetite_sleep_change,Trying to notice patterns without judging myself.
1779,guilt_shame,Status check: Trying to remember progress > perfection. Setting tiny goals and tiny wins.
1157,brain_fog,Reading the same sentence five times and still nothing. Trying to be patient with myself.
1672,self_esteem,Comparing myself to others is a trap I keep falling into. Stepping outside for a minute of fresh air.
1138,brain_fog,Words are playing hide-and-seek with my mouth. Reminding myself that feelings pass.
905,guilt_shame,"That nagging 'not good enough' voice showed up again. Hydration and a stretch break, here we go."
760,self_esteem,Trying to believe 'good enough' can actually be good.
1766,somatic,Neck and shoulders hosting a permanent knot convention. Taking it one breath at a time.
1521,low_mood,If anyone else needs to hear this: Motivation is MIA and everything feels muted. Taking it one breath at a time.
1605,ptsd_like,If anyone else needs to hear this: Grounding exercises helping a bit when I get startled. Stepping outside for a minute of fresh air.
1040,appetite_sleep_change,Update: Appetite keeps swinging from 'meh' to 'everything' lately.
1461,brain_fog,Reminder to future me: Brain is buffering… please wait. Reminding myself that feelings pass.
444,adhd_like,"Hyperfocus yesterday, scattered confetti brain today. Trying to be patient with myself."
1891,fatigue,Status check: Energy meter keeps dipping into red for no reason. Trying to be patient with myself.
31,guilt_shame,"Guilt brain is loud over small mistakes. Hydration and a stretch break, here we go."
13,anhedonia,Things I used to love feel dim lately.
212,insomnia,If anyone else needs to hear this: Counted a thousand imaginary sheep and still wide awake.
1777,fatigue,Energy meter keeps dipping into red for no reason. Texting a friend to check in.
1272,somatic,Reminder to future me: Neck and shoulders hosting a permanent knot convention. Texting a friend to check in.
1032,social_anxiety,Not gonna lie— Cancelling plans because my nerves won't cooperate. Reminding myself that feelings pass.
1524,burnout,Note to self: Everything feels like a chore—even things I usually enjoy. Journaling and short walks help a bit.
1379,loneliness,Update: Craving connection but not sure how to ask for it. Texting a friend to check in.
1064,self_esteem,If anyone else needs to hear this: Trying to believe 'good enough' can actually be good. Trying to be patient with myself.
482,adhd_like,"Timer on, distractions off… still drifting. Hydration and a stretch break, here we go."
1809,burnout,Real talk: Work brain is fried; focus meter stuck at 10%. Stepping outside for a minute of fresh air.
1124,insomnia,Third night in a row staring at the ceiling at 3AM.
1949,loneliness,Surrounded by people yet feeling oddly alone.
1067,insomnia,Alarm goes off right when I finally drift off. Brutal.
1563,stress,Not gonna lie— Deadline season again and my jaw hasn't unclenched all day. Setting tiny goals and tiny wins.
320,panic_like,Sudden wave of jitters out of nowhere—breathing through it.
769,ptsd_like,Note to self: Random sounds put me on edge more than I'd like to admit.
1568,fatigue,Today in mental health: I could nap on a moving bus right now.
1964,adhd_like,"Hyperfocus yesterday, scattered confetti brain today. Setting tiny goals and tiny wins."
1582,stress,So many tabs open in my head and none are loading. Taking it one breath at a time.
747,social_anxiety,Reminder to future me: Small talk feels like a boss-level challenge sometimes. Journaling and short walks help a bit.
1928,ptsd_like,Reminder to future me: Some days my body reacts before my brain understands why. Reminding myself that feelings pass.
